City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
289,buka,40.8108,69.1986,42.1,62,100,2.04,UZ,1706406799
290,parakou,9.3372,2.6303,71.83,22,0,5.95,BJ,1706406887
291,qatana,33.4354,36.0815,27.03,74,12,6.46,SY,1706406887
292,berezovyy,51.6667,135.7,9.52,75,100,2.19,RU,1706406888
293,tazovsky,67.4667,78.7,12.09,95,100,9.57,RU,1706406791
294,kathmandu,27.7167,85.3167,37.62,87,20,3.44,NP,1706406659
295,kourou,5.1552,-52.6478,78.85,85,16,8.05,GF,1706406888
296,newman,37.3138,-121.0208,61.02,82,100,3.4,US,1706406222
297,san luis,-33.295,-66.3356,77.94,36,100,6.82,AR,1706406768
298,marialva,-23.485,-51.7917,68.47,84,92,3.49,BR,1706406888
299,alofi,-19.0595,-169.9187,75.09,100,100,6.91,NU,1706406370
300,labuan,5.2767,115.2417,84.56,70,20,5.01,MY,1706406889
301,saldanha,-33.0117,17.9442,68.05,94,100,7.0,ZA,1706406802
302,faranah,10.0404,-10.7434,70.7,19,59,4.72,GN,1706406889
303,mount gambier,-37.8333,140.7667,75.0,49,79,8.25,AU,1706406761
304,knyaze-volkonskoye,48.4642,135.4567,1.74,91,99,1.83,RU,1706406889
305,rifle,39.5347,-107.7831,37.99,58,0,6.91,US,1706406889
306,rosarito,32.3333,-117.0333,71.92,39,100,4.47,MX,1706406889
307,vila velha,-20.3297,-40.2925,75.15,97,75,3.44,BR,1706406609
308,port macquarie,-31.4333,152.9167,73.09,94,100,7.85,AU,1706406798
309,long beach,33.767,-118.1892,73.45,45,0,6.91,US,1706406847
310,bentiu,9.2333,29.8333,69.31,21,99,6.2,SS,1706406890
311,guerrero,17.6667,-100.0,68.43,56,3,3.2,MX,1706406890
312,queenstown,-31.8976,26.8753,61.95,84,79,3.11,ZA,1706406765
313,nagqu,31.5,92.0,4.69,73,45,3.09,CN,1706406355
314,arafat,21.3594,39.9664,63.27,57,97,6.13,SA,1706406891
315,arteche,12.2645,125.4048,76.62,85,100,15.05,PH,1706406891
316,chulym,55.0997,80.9572,10.29,96,100,6.49,RU,1706406891
317,mirpur sakro,24.5474,67.6277,61.79,38,2,3.69,PK,1706406891
318,yairipok,24.6667,94.0667,42.66,63,0,1.54,IN,1706406891
319,ketchikan,55.3422,-131.6461,46.87,93,100,6.91,US,1706406891
320,novodvinsk,64.4165,40.8122,26.35,91,94,8.08,RU,1706406762
321,daru,-9.0763,143.2092,90.0,55,10,10.6,PG,1706406802
322,dhidhdhoo,6.8833,73.1,80.58,67,100,4.99,MV,1706406376
323,alo,7.4178,6.7371,73.92,24,58,1.74,NG,1706406785
324,afaahiti,-17.75,-149.2833,82.27,77,96,4.45,PF,1706406798
325,kerikeri,-35.2268,173.9474,75.9,85,100,12.24,NZ,1706406343
326,ago-are,8.5,3.4167,74.8,22,50,5.48,NG,1706406892
327,umba,66.6871,34.3429,24.62,84,66,14.27,RU,1706406892
328,camayenne,9.535,-13.6878,80.69,89,52,4.61,GN,1706406892
329,letterkenny,54.95,-7.7333,51.82,87,100,17.96,IE,1706406893
330,sisophon,13.5859,102.9737,78.73,51,51,8.7,KH,1706406893
331,arraial do cabo,-22.9661,-42.0278,75.69,92,100,4.0,BR,1706406768
332,naze,28.3667,129.4833,56.32,66,88,20.65,JP,1706406809
333,bukama,-9.2,25.85,68.95,99,77,1.74,CD,1706406377
334,weno,7.4515,151.8468,85.95,70,75,10.36,FM,1706406796
335,karasburg,-28.0167,18.75,71.4,40,26,4.25,NA,1706406893
336,kapuskasing,49.4169,-82.4331,30.29,86,100,6.91,CA,1706406894
337,ilulissat,69.2167,-51.1,-11.18,64,66,6.91,GL,1706406762
338,baker city,44.7749,-117.8344,46.65,78,100,10.36,US,1706406763
339,yorkton,51.2167,-102.4677,28.24,80,75,10.36,CA,1706406894
340,nybro,56.7446,15.9071,41.25,87,100,10.6,SE,1706406894
341,burlington,39.8835,-74.6413,45.1,91,75,4.61,US,1706406575
342,mokhsogollokh,61.4681,128.9203,-26.77,99,95,2.35,RU,1706406894
343,morden,49.1919,-98.1014,30.63,86,13,3.44,CA,1706406870
344,moncion,19.4108,-71.1526,69.37,79,0,7.9,DO,1706406895
345,katsuura,35.1333,140.3,49.19,61,100,8.12,JP,1706406895
346,flin flon,54.7682,-101.865,25.52,91,97,8.95,CA,1706406895
347,busselton,-33.65,115.3333,70.77,73,94,11.27,AU,1706406895
348,orda,57.1951,56.9091,0.43,98,96,5.37,RU,1706406895
349,wad medani,14.4012,33.5199,61.92,28,95,10.13,SD,1706406895
350,ancud,-41.8697,-73.8203,55.42,74,100,5.48,CL,1706406802
351,rodolfo sanchez taboada,31.7167,-116.5667,61.11,56,96,1.99,MX,1706406895
352,cam ranh,11.9214,109.1591,78.76,61,40,11.5,VN,1706406896
353,masterton,-40.9597,175.6575,65.1,42,100,11.56,NZ,1706406896
354,sabancuy,18.9667,-91.1833,75.83,90,2,10.29,MX,1706406896
355,tursunzoda,38.5144,68.2333,46.44,84,100,4.99,TJ,1706406896
356,luena,-11.7833,19.9167,65.53,85,98,1.52,AO,1706406896
357,lensk,60.7253,114.9278,-17.84,97,100,3.38,RU,1706406344
358,rabo de peixe,37.8,-25.5833,58.51,72,20,10.36,PT,1706406896
359,afif,23.9065,42.9172,53.91,40,85,7.74,SA,1706406897
360,middleton,53.55,-2.2,43.59,90,36,9.48,GB,1706406897
361,fale old settlement,-9.3852,-171.2468,85.1,69,41,4.56,TK,1706406760
362,pajok,3.8651,32.4821,71.98,40,48,3.53,SS,1706406897
363,puke,42.0444,19.8997,31.86,73,21,6.51,AL,1706406897
364,halifax,44.6453,-63.5724,32.49,94,100,1.01,CA,1706406510
365,caleta de carquin,-11.0925,-77.6267,75.13,80,79,8.61,PE,1706406778
366,ciudad lazaro cardenas,17.9583,-102.2,76.01,80,0,5.08,MX,1706406351
367,polyarnyy,69.1989,33.4478,33.57,80,88,35.25,RU,1706406813
368,zarghun shahr,32.8473,68.4457,39.47,91,100,5.82,AF,1706406898
369,genhe,50.7833,121.5167,1.08,87,100,7.18,CN,1706406898
370,alghero,40.5589,8.3181,41.09,100,2,1.14,IT,1706406898
371,norrtalje,59.758,18.705,40.42,91,100,8.08,SE,1706406898
372,tulun,54.5611,100.5792,-14.84,100,100,2.44,RU,1706406898
373,bandar lampung,-5.4254,105.258,81.75,74,56,8.55,ID,1706406898
374,dawson creek,55.7666,-120.2362,37.04,81,75,2.3,CA,1706406899
375,thames,-37.1333,175.5333,71.11,95,100,11.14,NZ,1706406899
376,nizhniy ingash,56.2,96.53,-2.38,83,81,11.1,RU,1706406899
377,island harbour,50.724,-1.2758,47.32,84,100,8.01,GB,1706406407
378,slyudyanka,51.6594,103.7061,4.05,94,77,1.28,RU,1706406899
379,khash,28.2211,61.2158,53.2,82,100,15.1,IR,1706406899
380,machico,32.7,-16.7667,70.0,60,20,6.91,PT,1706406900
381,trairi,-3.2778,-39.2689,80.53,80,86,8.99,BR,1706406758
382,ellettsville,39.2339,-86.625,40.73,97,100,17.27,US,1706406900
383,langtang,9.1333,9.7833,68.72,26,0,8.23,NG,1706406900
384,south daytona,29.1658,-81.0045,77.13,88,40,8.05,US,1706406900
385,kodiak,57.79,-152.4072,17.11,67,100,9.22,US,1706406472
386,kasama,-10.2129,31.1808,62.62,98,100,2.33,ZM,1706406900
387,sandpoint,48.2766,-116.5533,38.71,79,100,0.0,US,1706406773
388,kapoeta,4.7717,33.5903,82.83,29,99,3.04,SS,1706406901
389,palikir - national government center,6.9248,158.1611,86.85,62,75,9.22,FM,1706406901
390,swinoujscie,53.9105,14.2471,39.34,87,100,8.05,PL,1706406901
391,pelabuhanratu,-6.9875,106.5514,85.28,69,12,1.52,ID,1706406901
392,woolgoolga,-30.1106,153.2007,85.05,80,100,8.97,AU,1706406401
393,nowe,53.6491,18.7272,40.17,83,100,6.46,PL,1706406901
394,rakops,-21.0167,24.3333,78.53,48,2,4.79,BW,1706406902
395,hasaki,35.7333,140.8333,46.29,51,100,2.75,JP,1706406777
396,santana,-0.0583,-51.1817,80.78,89,75,5.75,BR,1706406369
397,touros,-5.1989,-35.4608,81.03,79,100,10.38,BR,1706406759
398,shalqar,47.8333,59.6,5.58,80,85,11.77,KZ,1706406902
399,sandnessjoen,66.0217,12.6316,43.32,74,100,31.23,NO,1706406782
400,laojunmiao,39.8333,97.7333,19.11,27,2,3.78,CN,1706406791
401,porto de moz,-1.7483,-52.2383,74.34,95,67,3.8,BR,1706406903
402,bacalar,18.6667,-88.3833,74.88,90,0,3.51,MX,1706406903
403,yanam,16.7333,82.2167,70.63,87,88,3.4,IN,1706406369
404,taft,31.7471,54.2088,46.35,50,0,4.61,IR,1706406903
405,nago,26.5881,127.9761,65.25,66,88,18.77,JP,1706406903
406,manitou springs,38.8597,-104.9172,37.24,64,20,6.91,US,1706406904
407,barcelos,41.5388,-8.6151,53.85,74,95,5.03,PT,1706406406
408,fuling,29.7022,107.3919,46.08,72,81,1.36,CN,1706406904
409,plettenberg bay,-34.0527,23.3716,70.39,77,100,4.03,ZA,1706406905
410,jackson,42.4165,-122.8345,56.91,94,100,1.01,US,1706406905
411,sinnar,13.5691,33.5672,63.27,26,98,11.92,SD,1706406905
412,yaren,-0.5472,166.916,84.22,74,100,14.41,NR,1706406345
413,puerto madero,14.7208,-92.4215,80.82,76,8,6.87,MX,1706406410
414,djibouti,11.5,42.5,71.55,80,99,3.2,DJ,1706406906
415,cody,44.5263,-109.0565,37.26,68,20,8.05,US,1706406865
416,ghanzi,-21.5667,21.7833,71.2,67,98,8.79,BW,1706406906
417,keszthely,46.7681,17.2432,37.29,70,0,12.66,HU,1706406906
418,reggane,26.7158,0.1714,60.39,25,0,11.65,DZ,1706406906
419,owatonna,44.0839,-93.226,31.35,89,100,5.75,US,1706406906
420,neryungri,56.6709,124.6491,-26.64,98,100,4.99,RU,1706406410
421,olonets,60.9847,32.9698,16.52,98,86,6.53,RU,1706406907
422,richards bay,-28.783,32.0377,71.76,88,87,7.29,ZA,1706406775
423,frankfort,-27.2667,28.4833,61.12,76,96,3.87,ZA,1706406907
424,sao vicente,-23.9631,-46.3919,77.18,91,26,2.71,BR,1706406907
425,fauske,67.2588,15.3918,39.24,75,100,33.11,NO,1706406785
426,praia da vitoria,38.7333,-27.0667,57.45,72,20,26.49,PT,1706406810
427,az zuwaytinah,30.9522,20.1202,57.04,71,0,7.2,LY,1706406908
428,toliara,-23.35,43.6667,74.82,76,0,2.82,MG,1706406775
429,chardara,41.2547,67.9692,42.64,63,100,6.35,KZ,1706406908
430,manokwari,-0.8667,134.0833,82.53,73,94,3.74,ID,1706406350
431,hukumati azrah,34.1736,69.6457,33.08,86,97,1.83,AF,1706406908
432,zambrow,52.9855,22.2432,32.72,85,92,10.85,PL,1706406909
433,ust-tsilma,65.441,52.1498,11.61,95,100,5.99,RU,1706406909
434,beichengqu,40.4394,113.1536,6.98,82,74,1.95,CN,1706406909
435,colonia menno,-22.3667,-59.8167,77.04,40,0,7.67,PY,1706406909
436,khandyga,62.6667,135.6,-32.24,95,35,0.54,RU,1706406782
437,tenenkou,14.4572,-4.9169,65.05,22,22,10.47,ML,1706406910
438,ambalangoda,6.2355,80.0538,76.6,85,76,4.92,LK,1706406910
439,ascension,30.2169,-90.9001,59.0,79,100,6.91,US,1706406910
440,crane,31.3974,-102.3501,53.02,38,0,3.33,US,1706406778
441,usinsk,65.9939,57.5281,10.08,94,100,18.01,RU,1706406798
442,pimentel,-6.8367,-79.9342,77.29,78,0,16.11,PE,1706406788
443,ulladulla,-35.35,150.4667,79.77,83,100,6.04,AU,1706406370
444,guarapari,-20.6667,-40.4975,74.89,92,100,6.85,BR,1706406778
445,tahe,52.3333,124.7333,-3.71,89,100,7.7,CN,1706406911
446,waiuku,-37.25,174.75,77.32,84,100,12.91,NZ,1706406911
447,coquimbo,-29.9533,-71.3436,64.13,88,100,5.75,CL,1706406674
448,mount isa,-20.7333,139.5,87.57,55,40,14.97,AU,1706406769
449,kalmunai,7.4167,81.8167,79.03,81,100,12.28,LK,1706406911
450,badr hunayn,23.7829,38.7905,63.1,55,98,2.28,SA,1706406912
451,zalari,53.5584,102.5065,-14.01,100,99,3.31,RU,1706406912
452,kuanda,56.3161,116.0806,-23.26,94,60,0.74,RU,1706406804
453,suntar,62.1444,117.6319,-30.68,100,97,1.99,RU,1706406912
454,balykshi,47.0667,51.8667,17.6,79,40,13.42,KZ,1706406912
455,vernon,50.2581,-119.2691,41.29,92,100,2.3,CA,1706406783
456,changyon,38.2508,125.0961,28.56,67,22,7.36,KP,1706406913
457,leua,48.2156,18.6071,37.49,76,5,8.25,SK,1706406913
458,micoud,13.8167,-60.9,75.13,97,75,10.36,LC,1706406913
459,chingirlau,51.095,54.0814,8.08,88,100,7.23,KZ,1706406913
460,sao mateus do sul,-25.8742,-50.3828,57.67,100,86,3.06,BR,1706406913
461,gorontalo,0.5412,123.0595,88.86,54,66,2.44,ID,1706406913
462,bengkulu,-3.8004,102.2655,80.89,79,70,2.62,ID,1706406914
463,mil'kovo,55.6078,37.7956,23.2,99,80,4.14,RU,1706406343
464,salinopolis,-0.6136,-47.3561,79.45,86,74,10.07,BR,1706406914
465,haiku-pauwela,20.9219,-156.3051,80.17,68,40,19.57,US,1706406914
466,aguazul,5.1728,-72.5471,83.05,45,87,3.51,CO,1706406914
467,pandhurna,21.6,78.5167,59.83,32,52,2.53,IN,1706406914
468,balkashino,52.5167,68.7667,-4.76,100,99,4.0,KZ,1706406915
469,zhangjiakou,40.81,114.8794,15.08,69,13,3.4,CN,1706406915
470,tura,25.5198,90.2201,58.37,57,0,2.13,IN,1706406768
471,glencoe,-28.1783,30.147,59.58,90,96,1.52,ZA,1706406915
472,jijiga,9.35,42.8,63.41,69,64,4.34,ET,1706406391
473,ardakan,32.31,54.0175,50.18,38,0,9.73,IR,1706406915
474,korla,41.7597,86.1469,14.34,84,56,6.24,CN,1706406916
475,changji,44.0167,87.3167,-1.41,84,16,2.24,CN,1706406916
476,tindouf,27.6711,-8.1474,55.85,28,0,4.61,DZ,1706406811
477,kurchatov,51.6601,35.6521,28.81,97,100,6.82,RU,1706406916
478,gazojak,41.1875,61.4036,35.67,76,100,10.76,TM,1706406916
479,kargat,55.1956,80.2811,10.6,96,100,6.04,RU,1706406916
480,puerto leguizamo,-0.1934,-74.7819,77.43,67,96,3.0,CO,1706406916
481,san carlos del zulia,9.0,-71.9135,78.31,73,87,7.34,VE,1706406917
482,chos malal,-37.3781,-70.2709,76.82,37,1,1.88,AR,1706406917
483,malango,-2.9627,119.9001,79.54,71,93,1.81,ID,1706406917
484,samus',56.7475,84.6992,5.23,98,100,1.59,RU,1706406917
485,fort bragg,35.139,-79.006,66.9,93,100,5.75,US,1706406396
486,thunder bay,48.4001,-89.3168,31.98,80,100,4.61,CA,1706406917
487,tarquinia,42.2482,11.7553,47.79,72,0,8.88,IT,1706406917
488,timmins,48.4669,-81.3331,31.82,93,100,5.75,CA,1706406918
489,hammerfest,70.6634,23.6821,34.25,86,75,33.38,NO,1706406771
490,jinka,5.65,36.65,67.84,68,79,1.12,ET,1706406918
491,silver city,32.7701,-108.2803,43.68,59,0,5.99,US,1706406918
492,chernyshevskiy,63.0128,112.4714,-43.1,100,53,1.68,RU,1706406918
493,callao,-12.0667,-77.15,81.72,69,0,10.36,PE,1706406792
494,st. john's,47.5649,-52.7093,20.55,88,0,9.22,CA,1706406543
495,dryden,49.7833,-92.7503,25.09,100,100,3.44,CA,1706406919
496,kouango,4.9934,19.9619,73.58,28,40,2.93,CF,1706406919
497,ambon,-3.6954,128.1814,87.94,66,40,9.22,ID,1706406919
498,vorkuta,67.5,64.0,10.44,96,98,9.71,RU,1706406785
499,mbanza kongo,-6.267,14.2401,69.55,99,100,2.42,AO,1706406920
500,prince rupert,54.3161,-130.3201,44.69,93,100,6.91,CA,1706406920
501,rong'an,26.1247,119.1214,51.73,76,97,1.72,CN,1706406920
502,hauterive,46.0901,3.4459,39.99,68,96,3.38,FR,1706406920
503,bontang,0.1333,117.5,82.6,70,100,11.99,ID,1706406920
504,sabang,5.8933,95.3214,81.5,79,98,17.83,ID,1706406920
505,moanda,-1.5575,13.2178,72.16,88,64,1.12,GA,1706406921
506,yerofey pavlovich,53.9667,121.9667,-11.63,71,48,4.0,RU,1706406921
507,sibay,52.7181,58.6658,-2.83,90,58,2.86,RU,1706406921
508,yeed,4.55,43.0333,77.67,71,22,13.02,SO,1706406921
509,severoural'sk,60.1533,59.952,3.97,98,96,3.22,RU,1706406921
510,kushiro,42.975,144.3747,31.15,80,75,4.61,JP,1706406922
511,tanout,14.9709,8.8879,58.26,31,69,13.24,NE,1706406922
512,ipueiras,-7.0333,-40.45,73.17,72,82,4.63,BR,1706406922
513,huarmey,-10.0681,-78.1522,75.31,82,61,7.52,PE,1706406922
514,gwanda,-20.9333,29.0,67.21,59,93,5.12,ZW,1706406922
515,kittila,67.6647,24.8936,32.14,86,0,14.97,FI,1706406817
516,ubari,26.5921,12.7805,54.14,41,0,6.87,LY,1706406922
517,kruisfontein,-34.0033,24.7314,63.88,85,96,4.79,ZA,1706406811
518,kapa'a,22.0752,-159.319,83.1,54,20,20.71,US,1706406785
519,gilgit,35.9221,74.3087,37.81,46,85,1.74,PK,1706406923
520,xique xique,-10.8217,-42.7311,73.51,93,100,5.19,BR,1706406923
521,taipei,25.0478,121.5319,55.9,73,75,10.36,TW,1706406923
522,nadi,-17.8,177.4167,86.0,62,40,14.97,FJ,1706406373
523,kovdor,67.5662,30.4758,29.17,89,100,18.9,RU,1706406923
524,khosta,43.5147,39.8689,39.24,86,100,4.47,RU,1706406924
525,uyuni,-20.4597,-66.825,52.65,59,100,17.02,BO,1706406924
526,mana,5.6592,-53.7767,78.22,82,11,9.6,GF,1706406345
527,tianpeng,30.9866,103.9393,37.87,61,92,1.54,CN,1706406404
528,puerto armuelles,8.2833,-82.8667,83.08,62,13,1.01,PA,1706406371
529,mumbwa,-14.9783,27.0619,60.94,85,18,4.0,ZM,1706406924
530,guayaramerin,-10.8368,-65.3614,75.42,97,100,2.37,BO,1706406925
531,at-bashi,41.1702,75.8106,9.79,63,78,2.35,KG,1706406925
532,qubadli,39.344,46.582,34.11,92,100,2.28,AZ,1706406925
533,tangalle,6.024,80.7911,77.16,87,46,7.29,LK,1706406925
534,biggera waters,-27.9272,153.3984,79.75,94,100,1.05,AU,1706406925
535,udomlya,57.8794,34.9925,21.4,96,100,2.53,RU,1706406926
536,guerrero negro,27.9769,-114.0611,66.97,49,99,3.18,MX,1706406367
537,sarakhs,36.5449,61.1577,50.83,76,100,1.57,IR,1706406926
538,zeya,53.75,127.2667,-3.51,87,100,5.5,RU,1706406787
539,brookings,44.3114,-96.7984,30.2,93,0,3.44,US,1706406305
540,pacific grove,36.6177,-121.9166,65.88,73,0,6.91,US,1706406926
541,solnechnyy,50.7214,136.6319,4.03,84,100,5.17,RU,1706406761
542,bogo,11.0517,124.0055,79.95,69,100,10.85,PH,1706406926
543,al bardiyah,31.7561,25.0865,56.35,70,61,9.15,LY,1706406927
544,isangel,-19.55,169.2667,86.11,62,40,6.91,VU,1706406760
545,zamora,-4.0692,-78.9567,73.89,71,100,3.0,EC,1706406927
546,dori,14.0354,-0.0345,65.34,21,1,10.78,BF,1706406927
547,santa ana de yacuma,-13.75,-65.4333,79.5,79,15,5.41,BO,1706406789
548,ghadamis,30.1337,9.5007,54.01,46,0,4.97,LY,1706406927
549,karratha,-20.7377,116.8463,82.27,67,76,13.18,AU,1706406381
550,peshawar,34.008,71.5785,53.74,54,75,4.61,PK,1706406927
551,la sarre,48.8002,-79.1996,32.52,99,100,5.08,CA,1706406804
552,puerto rico,-26.796,-55.024,67.66,78,63,1.21,AR,1706406928
553,naracoorte,-36.9579,140.7383,77.92,42,33,6.87,AU,1706406928
554,chilecito,-29.1619,-67.4974,80.76,31,100,11.92,AR,1706406346
555,hithadhoo,-0.6,73.0833,81.9,71,100,11.16,MV,1706406756
556,murzuq,25.9155,13.9184,53.08,53,30,4.52,LY,1706406357
557,las juntas,19.4167,-104.7,67.26,90,0,1.05,MX,1706406928
558,basco,20.4487,121.9702,73.26,68,95,16.78,PH,1706406929
559,woods creek,47.8787,-121.8985,56.43,87,100,3.0,US,1706406929
560,gbarnga,6.9956,-9.4722,66.16,73,37,1.14,LR,1706406929
561,cromer,52.9312,1.2989,39.2,79,95,16.24,GB,1706406929
562,edd,13.9297,41.6925,77.2,80,100,11.79,ER,1706406929
563,bol'shoye kozino,56.4045,43.7147,24.78,93,100,2.24,RU,1706406929
564,el alto,-4.2714,-81.2147,74.86,82,26,8.32,PE,1706406929
565,armidale,-30.5167,151.65,81.3,39,100,2.26,AU,1706406930
566,tostado,-29.232,-61.7692,74.98,61,0,9.66,AR,1706406930
567,zindah jan,34.3426,61.7468,55.08,67,26,15.82,AF,1706406357
568,plastun,44.7561,136.2939,22.08,54,19,3.74,RU,1706406930
569,kamina,-8.7386,24.9906,64.8,98,99,3.76,CD,1706406930
570,maposeni,-10.5833,35.4,66.7,97,100,0.72,TZ,1706406930
571,kaoma,-14.7833,24.8,60.31,72,6,5.17,ZM,1706406931
572,grossbeeren,52.3667,13.3333,40.15,92,0,3.44,DE,1706406931
573,sierra vista,31.5545,-110.3037,54.05,44,0,12.66,US,1706406931
574,trevelin,-43.0858,-71.4639,63.88,53,76,5.23,AR,1706406931
575,cururupu,-1.8283,-44.8683,76.35,94,75,3.2,BR,1706406931
576,goderich,43.7501,-81.7165,34.12,86,94,2.3,CA,1706406931
577,irtyshsk,53.3333,75.4572,-6.83,100,100,3.4,KZ,1706406931
578,pointe-noire,-4.7761,11.8635,82.47,89,40,4.61,CG,1706406932
579,iquique,-20.2208,-70.1431,73.44,83,36,1.36,CL,1706406932
580,dunedin,-45.8742,170.5036,64.33,61,100,11.43,NZ,1706406739
581,le moule,16.3332,-61.3473,75.18,100,9,3.0,GP,1706406932
